gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,TenureGroup,ChurnProbability,RevenueAtRisk,Segment
Male,0,No,No,2,Month-to-month,Electronic check,69.8,146.65,0,139.6,0-12,0.8381648144345177,117.00780809505868,At Risk
Female,0,Yes,Yes,23,Two year,Bank transfer (automatic),77.15,1759.4,0,1774.45,12-24,0.1168008415767383,207.25725333584327,Loyal
Female,0,No,Yes,25,Two year,Bank transfer (automatic),35.05,844.45,0,876.2499999999999,24-36,0.06314638716698812,55.33202175507333,Safe
Female,1,No,No,72,Two year,Bank transfer (automatic),108.1,7774.05,0,7783.2,60-72,0.18627224064240724,1449.794103367984,Loyal
Female,0,Yes,No,2,Month-to-month,Electronic check,84.05,134.05,0,168.1,0-12,0.8953552389063305,150.50921566015415,At Risk
Female,0,No,No,8,One year,Bank transfer (automatic),20.2,140.95,0,161.6,0-12,0.21342817760010704,34.4899935001773,Safe
Female,0,No,No,5,Month-to-month,Mailed check,50.6,249.95,1,253.0,0-12,0.7405551541729027,187.3604540057444,At Risk
Male,0,No,No,35,Month-to-month,Electronic check,49.2,1701.65,0,1722.0,24-36,0.5633143998582253,970.0273965558639,Critical
Male,0,No,No,24,One year,Electronic check,24.6,592.65,0,590.4000000000001,12-24,0.1323242868368267,78.1242589484625,Safe
Female,0,Yes,Yes,2,Month-to-month,Electronic check,71.65,135.75,0,143.3,0-12,0.8131273070949311,116.52114310670363,At Risk
Male,0,Yes,Yes,72,Two year,Credit card (automatic),104.9,7732.65,0,7552.8,60-72,0.0823656290185226,622.0911228510975,Loyal
Female,0,No,No,41,Month-to-month,Electronic check,106.5,4282.4,0,4366.5,36-48,0.5454862500746166,2381.8657109508135,Critical
Male,0,No,Yes,4,Month-to-month,Electronic check,49.35,219.65,1,197.4,0-12,0.41867792277954885,82.64702195668295,Safe
Male,0,No,No,26,One year,Bank transfer (automatic),75.5,2018.1,0,1963.0,24-36,0.373153046585435,732.499430447209,Loyal
Male,0,No,No,7,Month-to-month,Electronic check,94.25,669.0,1,659.75,0-12,0.8654758391012916,570.9976848470772,At Risk
Female,0,Yes,No,1,Month-to-month,Electronic check,68.95,68.95,1,68.95,0-12,0.839582118566102,57.88918707513273,At Risk
Female,0,Yes,Yes,4,Month-to-month,Mailed check,58.5,224.85,0,234.0,0-12,0.5646230411258858,132.12179162345728,At Risk
Male,0,No,No,48,Two year,Credit card (automatic),78.9,3771.5,0,3787.2000000000003,36-48,0.06669689412748313,252.59447743960413,Loyal
Male,1,No,No,2,Month-to-month,Electronic check,93.85,196.75,1,187.7,0-12,0.9295203800134868,174.47097532853147,At Risk
Female,1,Yes,No,12,One year,Electronic check,79.2,943.85,0,950.4000000000001,0-12,0.39306200508143946,373.5661296294001,Safe
Male,0,Yes,No,60,Month-to-month,Bank transfer (automatic),109.45,6572.85,0,6567.0,48-60,0.5052651162895928,3318.076018673756,Critical
Male,0,No,No,55,Two year,Electronic check,59.2,3175.85,0,3256.0,48-60,0.03184322659889176,103.68154580599156,Loyal
Male,0,No,No,1,Month-to-month,Mailed check,29.15,29.15,0,29.15,0-12,0.6654267000764698,19.397188307229094,At Risk
Male,0,No,No,1,Month-to-month,Mailed check,20.05,20.05,0,20.05,0-12,0.4132094614856838,8.28484970278796,Safe
Male,0,No,No,4,Month-to-month,Electronic check,76.05,318.9,1,304.2,0-12,0.8687435401981264,264.27178492827005,At Risk
Male,0,No,No,1,Month-to-month,Mailed check,24.45,24.45,1,24.45,0-12,0.8099467195923558,19.803197294033097,At Risk
Female,0,No,No,42,Two year,Credit card (automatic),66.5,2762.75,0,2793.0,36-48,0.06966466662345211,194.57341387930174,Loyal
Female,0,No,No,1,Month-to-month,Bank transfer (automatic),49.55,49.55,0,49.55,0-12,0.4597421548273016,22.780223771692793,Safe
Male,0,No,No,7,Month-to-month,Credit card (automatic),89.35,631.85,1,625.4499999999999,0-12,0.8680407784921521,542.9161049079165,At Risk
Male,0,No,No,3,Month-to-month,Credit card (automatic),73.6,232.5,0,220.79999999999998,0-12,0.8091050096920936,178.65038614001426,At Risk
Female,0,Yes,No,72,Two year,Credit card (automatic),82.65,5919.35,0,5950.8,60-72,0.05849354822479477,348.08340677610875,Loyal
Male,0,No,No,15,Month-to-month,Electronic check,49.0,749.25,0,735.0,12-24,0.6418436646375726,471.75509350861586,At Risk
Male,0,Yes,No,4,Month-to-month,Electronic check,80.35,307.4,1,321.4,0-12,0.8698574999514039,279.5722004843812,At Risk
Female,0,No,No,11,One year,Electronic check,25.2,245.15,0,277.2,0-12,0.20364905671607672,56.451518521696464,Safe
Female,0,No,No,5,Month-to-month,Mailed check,25.45,134.75,0,127.25,0-12,0.43426050618000805,55.25964941140602,Safe
Female,1,No,No,1,Month-to-month,Electronic check,55.8,55.8,1,55.8,0-12,0.6300677180188444,35.15777866545152,At Risk
Male,0,Yes,No,72,Two year,Credit card (automatic),110.9,8240.85,0,7984.8,60-72,0.16532783145985996,1320.10966864069,Loyal
Female,0,Yes,No,55,Month-to-month,Credit card (automatic),77.75,4266.4,0,4276.25,48-60,0.4978945808697926,2129.1217014444505,Loyal
Female,0,Yes,Yes,40,Month-to-month,Electronic check,26.2,1077.5,0,1048.0,36-48,0.1727184993903338,181.0089873610698,Safe
Female,0,Yes,No,57,Two year,Bank transfer (automatic),19.9,1115.6,0,1134.3,48-60,0.011671540754149928,13.239028677432263,Safe
Male,0,No,No,1,Month-to-month,Electronic check,79.05,79.05,1,79.05,0-12,0.8709195375737097,68.84618944520174,At Risk
Male,0,Yes,No,1,Month-to-month,Electronic check,95.0,95.0,1,95.0,0-12,0.8586579476477912,81.57250502654017,At Risk
Female,0,No,No,1,Month-to-month,Mailed check,25.2,25.2,1,25.2,0-12,0.7465051001280989,18.81192852322809,At Risk
Male,1,Yes,Yes,52,One year,Electronic check,80.85,4079.55,0,4204.2,48-60,0.29636838249353015,1245.9919536792993,Loyal
Male,1,No,No,41,Month-to-month,Electronic check,98.4,4187.75,1,4034.4,36-48,0.817932813471812,3299.8681426706785,Critical
Male,0,Yes,No,43,One year,Mailed check,56.35,2391.15,0,2423.05,36-48,0.28225264427005287,683.9122696985517,Loyal
Female,0,Yes,Yes,47,Two year,Bank transfer (automatic),19.3,890.5,0,907.1,36-48,0.013452389550887395,12.202662561609957,Safe
Male,0,No,No,3,Month-to-month,Bank transfer (automatic),50.4,137.25,0,151.2,0-12,0.6296640162558029,95.2051992578774,At Risk
Male,1,Yes,Yes,66,Two year,Credit card (automatic),79.4,5154.6,1,5240.400000000001,60-72,0.025161663328692904,131.8571805076823,Loyal
Male,0,Yes,Yes,55,Two year,Credit card (automatic),55.25,3119.9,0,3038.75,48-60,0.03746633867531414,113.85083664961084,Loyal
Male,0,No,No,29,One year,Mailed check,19.1,529.5,0,553.9000000000001,24-36,0.08999885513116726,49.850365857153555,Safe
Female,0,No,Yes,12,Month-to-month,Electronic check,84.05,966.55,0,1008.5999999999999,0-12,0.8281270201778992,835.248912551429,At Risk
Female,0,Yes,No,66,Month-to-month,Electronic check,105.2,6936.85,0,6943.2,60-72,0.656400796256578,4557.522008568672,Critical
Male,1,No,No,35,Month-to-month,Electronic check,101.4,3496.3,1,3549.0,24-36,0.8534365955909157,3028.84647775216,Critical
Male,1,Yes,No,10,Month-to-month,Electronic check,89.8,914.3,1,898.0,0-12,0.8925547736759221,801.514186760978,At Risk
Male,0,Yes,Yes,27,Month-to-month,Bank transfer (automatic),75.75,1929.0,0,2045.25,24-36,0.6876341111869982,1406.383665905208,Critical
Female,0,No,No,58,Month-to-month,Electronic check,95.3,5817.7,0,5527.4,48-60,0.574973762465016,3178.109974649129,Critical
Male,0,Yes,No,54,Two year,Bank transfer (automatic),109.75,6110.2,1,5926.5,48-60,0.10727035257151685,635.7377445150946,Loyal
Male,0,No,No,9,Month-to-month,Mailed check,19.85,178.8,0,178.65,0-12,0.3341945122878978,59.703849620232944,Safe
Male,0,No,No,2,One year,Credit card (automatic),19.3,28.3,1,38.6,0-12,0.20691591569725679,7.986954345914112,Safe
Male,0,No,No,6,Month-to-month,Electronic check,69.1,435.0,0,414.59999999999997,0-12,0.816651578075937,338.5837442702835,At Risk
Female,1,No,No,26,Month-to-month,Electronic check,91.25,2351.8,1,2372.5,24-36,0.845777300866916,2006.6066463067584,Critical
Female,0,No,No,9,Month-to-month,Mailed check,20.25,186.15,0,182.25,0-12,0.3311548943761091,60.35297950004589,Safe
Male,0,Yes,No,8,Month-to-month,Mailed check,54.75,445.85,0,438.0,0-12,0.6251939057613368,273.8349307234655,At Risk
Male,0,No,No,12,Month-to-month,Electronic check,81.45,912.0,0,977.4000000000001,0-12,0.8400603973856084,821.0750324046937,At Risk
Female,0,No,No,15,Month-to-month,Electronic check,49.1,679.55,1,736.5,12-24,0.6344198823436251,467.2502433460799,At Risk
Male,0,Yes,No,43,One year,Electronic check,80.2,3581.6,0,3448.6,36-48,0.30886798253028774,1065.1621245539502,Loyal
Male,0,No,No,42,Month-to-month,Electronic check,100.3,4222.95,0,4212.599999999999,36-48,0.7377179433066773,3107.710607973708,Critical
Female,0,No,No,31,Month-to-month,Credit card (automatic),65.25,1994.3,1,2022.75,24-36,0.22908645552490706,463.3846279130058,Loyal
Female,0,No,Yes,66,Two year,Credit card (automatic),90.95,5930.05,0,6002.7,60-72,0.06931745697680534,416.0918989946694,Loyal
Female,1,No,No,18,Month-to-month,Electronic check,85.45,1505.85,1,1538.1000000000001,12-24,0.7426394393796735,1142.253721709876,Critical
Male,0,No,No,1,Month-to-month,Mailed check,20.0,20.0,0,20.0,0-12,0.41279328949598637,8.255865789919728,Safe
Male,0,Yes,No,61,Two year,Electronic check,94.1,5638.3,1,5740.099999999999,60-72,0.1813229325944555,1040.811765385434,Loyal
Male,0,No,No,10,Month-to-month,Electronic check,79.85,797.25,0,798.5,0-12,0.757551541912985,604.9049062175185,At Risk
Male,1,No,No,1,Month-to-month,Electronic check,71.65,71.65,1,71.65,0-12,0.8710205254743961,62.408620650240486,At Risk
Female,1,No,No,18,Month-to-month,Electronic check,73.55,1359.45,0,1323.8999999999999,12-24,0.7476093163331462,989.7599738934522,At Risk
Male,0,Yes,No,24,Month-to-month,Electronic check,104.65,2542.45,1,2511.6000000000004,12-24,0.8470432330726647,2127.433784185305,Critical
Female,0,Yes,Yes,3,Month-to-month,Mailed check,19.3,54.7,0,57.900000000000006,0-12,0.33259724015580466,19.257380205021093,Safe
Male,0,No,No,50,One year,Credit card (automatic),20.15,989.05,0,1007.4999999999999,48-60,0.035481558496031906,35.74767018475214,Safe
Male,0,Yes,Yes,1,Month-to-month,Electronic check,44.55,44.55,0,44.55,0-12,0.56616124040279,25.222483259944294,At Risk
Male,0,No,No,2,Month-to-month,Mailed check,54.45,87.3,0,108.9,0-12,0.5128044172268513,55.844401036004115,At Risk
Male,0,No,No,17,One year,Bank transfer (automatic),19.65,351.55,0,334.04999999999995,12-24,0.15907608321662922,53.139365598514985,Safe
Male,0,Yes,Yes,69,Two year,Electronic check,105.0,7297.75,0,7245.0,60-72,0.23624083453750133,1711.5648462241973,Loyal
Male,0,Yes,No,72,Two year,Credit card (automatic),88.7,6301.7,0,6386.400000000001,60-72,0.04644010999753794,296.58511848827635,Loyal
Female,0,No,No,3,Month-to-month,Electronic check,74.25,210.3,1,222.75,0-12,0.8613822770765797,191.87290221880812,At Risk
Male,1,Yes,Yes,50,Two year,Bank transfer (automatic),75.15,3822.45,0,3757.5000000000005,48-60,0.07641152104013979,287.1162903083253,Loyal
Female,0,No,No,53,Two year,Mailed check,20.25,1048.45,0,1073.25,48-60,0.017081964521151755,18.333218422326123,Safe
Female,0,Yes,No,58,Two year,Credit card (automatic),109.1,6393.65,0,6327.799999999999,48-60,0.17828998319139663,1128.1833556385195,Loyal
Male,0,No,No,46,One year,Bank transfer (automatic),30.75,1489.3,0,1414.5,36-48,0.15180697314258068,214.73096351018037,Loyal
Male,1,Yes,No,72,Month-to-month,Credit card (automatic),112.9,8061.5,0,8128.8,60-72,0.45124647569383525,3668.0923516200482,Loyal
Female,1,No,No,1,Month-to-month,Electronic check,74.2,74.2,1,74.2,0-12,0.88686990548102,65.80574698669169,At Risk
Female,0,Yes,Yes,6,Month-to-month,Mailed check,94.05,518.75,0,564.3,0-12,0.8405823040632572,474.340594182896,At Risk
Male,0,Yes,No,72,Two year,Bank transfer (automatic),78.85,5763.15,0,5677.2,60-72,0.021036252592141848,119.4270132161077,Loyal
Male,0,No,No,4,Month-to-month,Mailed check,55.3,238.5,0,221.2,0-12,0.7533721699696422,166.64592399728485,At Risk
Female,0,Yes,Yes,52,Two year,Mailed check,19.35,1031.7,0,1006.2,48-60,0.014012693872601952,14.099572574612084,Safe
Male,0,Yes,Yes,0,Two year,Mailed check,25.35,0.0,0,0.0,0-12,0.14530311735438348,0.0,Safe
Female,0,No,No,2,One year,Mailed check,20.45,34.8,0,40.9,0-12,0.23682717908072567,9.68623162440168,Safe
Female,0,Yes,No,65,Two year,Bank transfer (automatic),19.35,1319.95,0,1257.75,60-72,0.008262728900596218,10.392447274724892,Safe
Male,1,Yes,No,43,Month-to-month,Electronic check,101.0,4388.4,1,4343.0,36-48,0.8131601516504312,3531.554538617823,Critical
Male,0,Yes,No,4,Month-to-month,Electronic check,100.2,420.2,1,400.8,0-12,0.9071087835913366,363.56920046340775,At Risk
Male,1,Yes,No,25,One year,Electronic check,89.05,2177.45,1,2226.25,24-36,0.6226365881639873,1386.1447044000765,Critical
Female,0,Yes,No,51,One year,Credit card (automatic),78.65,3950.85,0,4011.15,48-60,0.21479609245135323,861.5793462362456,Loyal
Male,0,No,No,12,Month-to-month,Bank transfer (automatic),74.75,827.05,0,897.0,0-12,0.6715742171086658,602.4020727464732,At Risk
Female,0,Yes,Yes,57,One year,Bank transfer (automatic),70.1,3913.3,1,3995.7,48-60,0.11850305398111417,473.50265279233787,Loyal
Female,0,Yes,Yes,24,One year,Mailed check,19.9,533.5,0,477.59999999999997,12-24,0.09089402013000139,43.41098401408866,Safe
Female,0,Yes,No,64,One year,Bank transfer (automatic),58.35,3756.45,0,3734.4,60-72,0.05739124942711372,214.32188186061347,Loyal
Female,0,No,No,4,One year,Electronic check,105.65,443.9,1,422.6,0-12,0.684490363796756,289.2656277405091,At Risk
Female,0,No,No,26,Month-to-month,Bank transfer (automatic),100.5,2599.95,0,2613.0,24-36,0.8323114890174919,2174.829920802706,Critical
Female,0,Yes,Yes,15,Month-to-month,Mailed check,20.05,284.3,0,300.75,12-24,0.2370522397836452,71.29346111493129,Safe
Male,1,Yes,No,64,Two year,Credit card (automatic),25.65,1740.8,0,1641.6,60-72,0.016630629817692283,27.30084190872365,Loyal
Male,1,Yes,No,36,Month-to-month,Electronic check,96.5,3436.1,1,3474.0,24-36,0.8112959620943948,2818.4421723159276,Critical
Female,0,Yes,No,27,Month-to-month,Credit card (automatic),95.0,2462.55,0,2565.0,24-36,0.7894337224768859,2024.8974981532124,Critical
Male,1,Yes,No,1,Month-to-month,Mailed check,70.85,70.85,1,70.85,0-12,0.8366425715876039,59.276126196981735,At Risk
Female,0,No,No,35,One year,Credit card (automatic),85.95,3110.1,1,3008.25,24-36,0.2616344397761587,787.0618034566294,Loyal
Male,0,No,No,4,Month-to-month,Electronic check,73.9,280.85,1,295.6,0-12,0.8178206923694161,241.74779666439943,At Risk
Female,0,Yes,Yes,8,Month-to-month,Electronic check,45.45,411.75,0,363.6,0-12,0.5950241769782554,216.35079074929368,At Risk
Male,0,No,No,10,Month-to-month,Credit card (automatic),20.0,198.6,0,200.0,0-12,0.37277803818163124,74.55560763632624,Safe
Female,0,No,No,2,Month-to-month,Mailed check,49.2,103.7,0,98.4,0-12,0.5783811187286905,56.912702082903145,At Risk
Female,0,Yes,No,58,Two year,Bank transfer (automatic),109.45,6144.55,1,6348.1,48-60,0.21676084768379777,1376.0195371815166,Loyal
Male,0,Yes,No,51,Two year,Credit card (automatic),83.25,4089.45,0,4245.75,48-60,0.05920119885512147,251.35349003913197,Loyal
Female,0,Yes,Yes,46,Two year,Mailed check,19.25,864.2,0,885.5,36-48,0.025417485239468216,22.507183179549106,Safe
Male,0,No,No,1,Month-to-month,Bank transfer (automatic),19.65,19.65,0,19.65,0-12,0.4402496040787778,8.650904720147983,Safe
Male,0,No,No,46,Month-to-month,Bank transfer (automatic),72.8,3249.4,0,3348.7999999999997,36-48,0.4803417700343531,1608.5685194910413,Loyal
Female,0,Yes,No,50,Month-to-month,Bank transfer (automatic),109.65,5405.8,0,5482.5,48-60,0.5300897599678467,2906.2171090237193,Critical
Male,0,Yes,Yes,53,Month-to-month,Credit card (automatic),65.0,3363.8,0,3445.0,48-60,0.14158573257818713,487.76284873185466,Loyal
Male,0,Yes,No,61,Month-to-month,Electronic check,114.1,7132.15,0,6960.099999999999,60-72,0.6617856742836817,4606.094471581853,Critical
Male,0,No,No,5,Month-to-month,Bank transfer (automatic),20.65,93.55,0,103.25,0-12,0.3232245009356908,33.37292972161007,Safe
Male,0,No,No,47,One year,Bank transfer (automatic),86.95,4138.9,0,4086.65,36-48,0.13916421878411545,568.7154546941053,Loyal
Female,0,No,No,54,One year,Bank transfer (automatic),94.75,5121.75,0,5116.5,48-60,0.400160837716,2047.4229261739138,Loyal
Male,0,No,Yes,19,Month-to-month,Credit card (automatic),25.35,566.1,0,481.65000000000003,12-24,0.5878821933950108,283.153458448707,At Risk
Female,0,No,Yes,26,Two year,Electronic check,105.45,2715.3,0,2741.7000000000003,24-36,0.31089084004155093,852.3694161419203,Loyal
Male,0,Yes,Yes,70,Two year,Mailed check,25.4,1782.05,0,1778.0,60-72,0.009974720740936114,17.73505347738441,Loyal
Male,0,Yes,No,17,Month-to-month,Electronic check,102.55,1742.5,0,1743.35,12-24,0.8588816283644883,1497.3312868092307,Critical
Female,0,No,No,30,Month-to-month,Electronic check,100.2,2983.8,1,3006.0,24-36,0.8223140490673156,2471.8760314963506,Critical
Female,0,No,Yes,1,Month-to-month,Mailed check,24.0,24.0,0,24.0,0-12,0.40165969261182355,9.639832622683766,Safe
Female,0,Yes,Yes,19,Two year,Mailed check,25.6,485.9,0,486.40000000000003,12-24,0.07184350126687594,34.94467901620846,Safe
Female,0,Yes,No,26,Two year,Credit card (automatic),73.5,1905.7,0,1911.0,24-36,0.222006949517957,424.25528052881583,Loyal
Female,0,Yes,Yes,21,Month-to-month,Bank transfer (automatic),74.05,1565.7,1,1555.05,12-24,0.6149960492941757,956.349606454908,Critical
Male,0,Yes,No,50,One year,Electronic check,98.25,4858.7,0,4912.5,48-60,0.5561071537405374,2731.87639275039,Critical
Female,0,Yes,No,68,One year,Electronic check,54.4,3723.65,0,3699.2,60-72,0.15681400431207243,580.0863647512183,Loyal
Male,0,No,No,3,Month-to-month,Bank transfer (automatic),101.55,298.35,1,304.65,0-12,0.9059576847399277,276.00000865601896,At Risk
Male,0,Yes,Yes,9,Month-to-month,Electronic check,103.1,970.45,0,927.9,0-12,0.7523956401291275,698.1479144758174,At Risk
Female,0,Yes,Yes,51,Two year,Bank transfer (automatic),34.2,1782.0,0,1744.2,48-60,0.02430688288922105,42.39606513537935,Loyal
Female,0,No,No,9,Month-to-month,Electronic check,43.75,405.7,0,393.75,0-12,0.6204763550192396,244.3125647888256,At Risk
Male,1,Yes,Yes,41,One year,Electronic check,111.95,4534.9,1,4589.95,36-48,0.5467560152110026,2509.5827720177413,Critical
Male,0,No,No,22,Month-to-month,Electronic check,100.65,2415.95,0,2214.3,12-24,0.8592941830020435,1902.735109421425,Critical
Female,0,Yes,Yes,21,One year,Electronic check,55.95,1157.05,1,1174.95,12-24,0.44142739037813283,518.6551123247872,Safe
Male,0,Yes,Yes,71,Two year,Bank transfer (automatic),116.05,8297.5,0,8239.55,60-72,0.11602029549867704,955.9550257761243,Loyal
Male,0,No,No,1,Month-to-month,Electronic check,45.75,45.75,1,45.75,0-12,0.6260952533263587,28.643857839680912,At Risk
Male,0,Yes,Yes,26,One year,Credit card (automatic),82.0,2083.1,0,2132.0,24-36,0.3748868317294303,799.2587252471454,Loyal
Male,0,Yes,No,71,Two year,Bank transfer (automatic),65.15,4681.75,0,4625.650000000001,60-72,0.015138404854338944,70.02496241447295,Loyal
Male,0,No,No,4,Month-to-month,Credit card (automatic),44.8,176.2,0,179.2,0-12,0.6589456653043637,118.08306322254197,At Risk
Female,0,No,No,12,Month-to-month,Electronic check,79.8,1001.2,0,957.5999999999999,0-12,0.7574189778038943,725.3044131450091,At Risk
Female,0,Yes,No,18,Month-to-month,Electronic check,88.85,1594.75,0,1599.3,12-24,0.7870832008260858,1258.782163081159,Critical
Female,0,No,No,3,Month-to-month,Electronic check,74.95,212.4,0,224.85000000000002,0-12,0.8642586034349122,194.32854698234004,At Risk
Female,1,Yes,No,72,One year,Bank transfer (automatic),106.85,7677.4,0,7693.2,60-72,0.35987922024997465,2768.622817227105,Loyal
Male,0,No,No,11,Month-to-month,Electronic check,74.95,815.5,1,824.45,0-12,0.6986519551929061,576.0036044587915,At Risk
Female,0,No,No,1,Month-to-month,Credit card (automatic),80.15,80.15,1,80.15,0-12,0.8149589577569027,65.31896046421576,At Risk
Male,0,No,No,13,One year,Credit card (automatic),19.3,259.65,0,250.9,12-24,0.1419857596491409,35.62422709596945,Safe
Female,0,Yes,No,72,One year,Electronic check,109.25,8109.8,1,7866.0,60-72,0.35385364900049016,2783.4128030378556,Loyal
Male,0,Yes,No,42,One year,Credit card (automatic),56.1,2386.85,0,2356.2000000000003,36-48,0.13302655320082524,313.4371646517845,Loyal
Female,0,No,No,17,Month-to-month,Credit card (automatic),19.7,340.35,0,334.9,12-24,0.22860151983491922,76.55864899271444,Safe
Female,1,No,No,7,Month-to-month,Mailed check,51.3,419.35,0,359.09999999999997,0-12,0.6802401205575339,244.2742272922104,At Risk
Female,0,Yes,No,68,Two year,Mailed check,118.6,7990.05,0,8064.799999999999,60-72,0.14643534816313575,1180.9717958660572,Loyal
Male,0,Yes,Yes,56,Two year,Bank transfer (automatic),24.15,1402.25,0,1352.3999999999999,48-60,0.013046942873384529,17.644685541965234,Safe
Female,0,Yes,Yes,38,One year,Mailed check,20.3,749.35,0,771.4,36-48,0.05341970542835601,41.207960767433825,Safe
Female,0,Yes,Yes,72,Two year,Electronic check,115.5,8425.15,0,8316.0,60-72,0.12549558784085652,1043.6213084845629,Loyal
Female,0,No,No,48,One year,Credit card (automatic),25.05,1171.5,0,1202.4,36-48,0.0498757086263451,59.97055205231735,Safe
Female,1,Yes,No,52,Month-to-month,Electronic check,109.1,5647.95,0,5673.2,48-60,0.6730613561327908,3818.411685612549,Critical
Female,0,Yes,Yes,35,One year,Mailed check,19.65,708.8,0,687.75,24-36,0.058822306207238134,40.455041094028026,Safe
Male,0,Yes,No,67,Two year,Bank transfer (automatic),111.3,7567.2,0,7457.099999999999,60-72,0.21512664125578906,1604.2208765085445,Loyal
Female,0,No,No,1,Month-to-month,Mailed check,29.9,29.9,0,29.9,0-12,0.6511864342420592,19.47047438383757,At Risk
Male,0,No,No,53,Month-to-month,Mailed check,80.6,4348.1,0,4271.799999999999,48-60,0.4241442033227267,1811.8592077540236,Loyal
Male,0,Yes,Yes,34,Month-to-month,Mailed check,20.8,635.9,0,707.2,24-36,0.12979455968045048,91.79071260601458,Safe
Female,0,No,No,3,Month-to-month,Credit card (automatic),35.2,108.95,1,105.60000000000001,0-12,0.7503931048076136,79.241511867684,At Risk
Female,0,Yes,No,1,Month-to-month,Electronic check,78.8,78.8,1,78.8,0-12,0.8237748505401252,64.91345822256187,At Risk
Male,0,No,No,19,Month-to-month,Mailed check,89.95,1682.4,0,1709.05,12-24,0.6712362934132289,1147.1763872578788,Critical
Female,1,Yes,No,60,Two year,Bank transfer (automatic),116.05,6925.9,0,6963.0,48-60,0.19777195242063608,1377.086104704889,Loyal
Male,0,No,No,11,Two year,Credit card (automatic),19.55,223.15,0,215.05,0-12,0.07802284278493042,16.77881234089929,Safe
Female,0,No,No,47,Month-to-month,Electronic check,106.4,5127.95,1,5000.8,36-48,0.759975079377252,3800.483376949762,Critical
Male,0,No,No,18,Month-to-month,Electronic check,49.4,874.8,1,889.1999999999999,12-24,0.3574854233706433,317.876038461176,Safe
Female,0,Yes,Yes,60,Two year,Credit card (automatic),115.25,6758.45,0,6915.0,48-60,0.10423028135460996,720.7523955671279,Loyal
Male,0,Yes,No,72,Two year,Credit card (automatic),24.8,1874.3,0,1785.6000000000001,60-72,0.009803885837957963,17.50581855225774,Loyal
Male,0,No,No,39,One year,Mailed check,19.9,791.15,0,776.0999999999999,36-48,0.0634285489306103,49.226896825046644,Safe
Female,0,Yes,No,59,One year,Credit card (automatic),81.25,4639.45,0,4793.75,48-60,0.207380081413013,994.1282652736311,Loyal
Male,0,Yes,Yes,2,Month-to-month,Mailed check,69.95,143.9,0,139.9,0-12,0.7604872213651778,106.39216226898837,At Risk
Male,1,No,No,1,Month-to-month,Electronic check,69.1,69.1,1,69.1,0-12,0.8108492457871597,56.029682883892725,At Risk
Male,0,Yes,Yes,20,Month-to-month,Electronic check,90.2,1776.55,1,1804.0,12-24,0.8141841579897778,1468.7882210135592,Critical
Female,0,No,No,6,Month-to-month,Bank transfer (automatic),93.55,536.4,1,561.3,0-12,0.8904442007186811,499.80632986339566,At Risk
Male,0,No,No,71,Two year,Credit card (automatic),86.4,6172.0,0,6134.400000000001,60-72,0.11389993354905466,698.707752363321,Loyal
Female,0,Yes,No,24,Month-to-month,Mailed check,66.3,1559.45,0,1591.1999999999998,12-24,0.3720009204082416,591.927864553594,Loyal
Male,1,Yes,No,67,Month-to-month,Credit card (automatic),94.65,6079.0,0,6341.55,60-72,0.6841648257887084,4338.665450980384,Critical
Male,0,No,No,1,Month-to-month,Mailed check,80.85,80.85,1,80.85,0-12,0.8873246318324244,71.7401964836515,At Risk
Female,0,Yes,Yes,48,One year,Mailed check,82.05,4029.95,1,3938.3999999999996,36-48,0.45452823922492414,1790.114017363441,Loyal
Female,0,Yes,No,37,One year,Mailed check,72.1,2658.4,0,2667.7,36-48,0.22104988446699225,589.6947767925952,Loyal
Male,0,No,No,11,Month-to-month,Mailed check,34.7,383.55,0,381.70000000000005,0-12,0.6209633637929763,237.0217159597791,At Risk
Male,0,Yes,No,3,Month-to-month,Credit card (automatic),20.55,51.15,1,61.650000000000006,0-12,0.4563198791673708,28.132120550668414,Safe
Female,0,Yes,No,18,Month-to-month,Credit card (automatic),95.95,1745.5,0,1727.1000000000001,12-24,0.8415713125843594,1453.4778139644473,Critical
Male,0,Yes,Yes,50,One year,Bank transfer (automatic),44.8,2230.85,0,2240.0,48-60,0.11097944850439882,248.59396464985338,Loyal
Female,0,Yes,Yes,67,One year,Electronic check,109.4,7281.6,0,7329.8,60-72,0.26284080051611247,1926.5704996230013,Loyal
Female,0,Yes,No,25,Month-to-month,Mailed check,71.05,1837.7,0,1776.25,24-36,0.37909624548703,673.3697060463371,Loyal
Female,1,No,No,2,Month-to-month,Electronic check,78.55,149.55,1,157.1,0-12,0.876255304468736,137.65970833203843,At Risk
Male,0,No,No,9,Month-to-month,Credit card (automatic),19.7,180.7,0,177.29999999999998,0-12,0.2981616065576146,52.86405284266506,Safe
Female,0,No,Yes,10,One year,Mailed check,40.25,411.45,0,402.5,0-12,0.22153858015682967,89.16927851312394,Safe
Female,0,Yes,No,70,Two year,Credit card (automatic),19.85,1328.35,0,1389.5,60-72,0.007364491187704817,10.232960505315843,Safe
Male,0,No,No,9,Month-to-month,Bank transfer (automatic),68.25,576.95,0,614.25,0-12,0.4417120056251945,271.32159945527576,Safe
Female,0,No,No,4,Month-to-month,Credit card (automatic),20.15,68.45,0,80.6,0-12,0.42653021638942906,34.37833544098798,Safe
